CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,BBL
50052842,CUP OF BROOKLYN,Brooklyn,1071B,GATES AVE,,9178555647,Coffee/Tea,2023-09-28,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,10.0,A,2023-09-28,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
40376583,WAR MEMORIAL ICE SKATING RINK,Staten Island,0,MEMORIAL ICE SKATING,,9179214213,American,2024-12-13,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2024-12-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,5.0
41131002,TANGRA,Queens,3923,39TH PLACE,,7187868181,Asian/Asian Fusion,2024-10-23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
40536414,LA CABANA,Brooklyn,106264,FLATBUSH AVENUE,,7182870248,Latin American,2023-03-21,Violations were cited in the following area(s).,10H,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,31.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50117314,MCDONALD'S,Manhattan,2379,ADAM CLAYTON POWELL JR BOULEVARD,,9146027375,Hamburgers,2025-05-23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2025-05-23,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40654318,BATEAUX NEW YORK,Manhattan,62,WEST 23 STREET - CHELSEA PIER,,2127277735,American,2016-09-07,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,A,2016-09-07,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
41503108,TULCINGO RESTAURANT,Queens,40364040,NATIONAL STREET,,7186398880,Mexican,2023-09-26,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,26.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41395395,"CITI FIELD BUD ISLAND, STAND 140",Queens,0,126TH ST &  ROOSEVELT AVENUE,,7185958100,Bottled Beverages,2024-09-20,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,A,2024-09-20,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41431222,ANGELINA'S RISTORANTE,Staten Island,4446,MAIN STREET,,7182272900,Italian,2023-06-29,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 Â°F to 70 Â°F or less within 2 hours, and from 70 Â°F to 41 Â°F or less within 4 additional hours.",Critical,21.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,5.0
50107047,KING BARKA,Manhattan,2733,FREDERICK DOUGLASS BOULEVARD,,3476418572,Caribbean,2023-02-17,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,31.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41395424,CITI FIELD STAND 431,Queens,0,126th & ROOSEVELT AVENUE,,7185958100,American,2025-09-13,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5.0,A,2025-09-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41320187,THE GRANT CITY TAVERN,Staten Island,132,FREEMONT AVENUE,,7189801509,American,2024-10-04,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2024-10-04,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,5.0
50017524,MESS HALL,Manhattan,2194,FRDRCK DGLS BLVD,,6466923098,American,2024-10-23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,2024-10-23,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41391832,HARD ROCK CAFE,Bronx,0,161 STREET & RIVER AVENUE,,6469778888,American,2023-02-10,Violations were cited in the following area(s).,10H,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,10.0,A,2023-02-10,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
50005823,TAVERN ON THE GREEN,Manhattan,0,67th Street and Central Park West,,2128778685,American,2022-01-19,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,A,2022-01-19,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50154476,EDEN VALLEY GOLF LLC,0,10401,SISSON HWY,14057,6476321088,,,,,,Not Applicable,,,,2025-10-17,,,,
41623317,PRONTO PIZZA,Staten Island,2935,VETERANS ROAD,,7183562500,Pizza,2022-10-20,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,28.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,5.0
50111311,CANTINA TAQUERIA & TEQUILIA BAR,Manhattan,2099,FREDERICK DOUGLASS BOULEVARD,,7577549410,Mexican,2023-08-16,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27.0,B,2023-08-16,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50139834,OASIS JIMMA JUICE BAR,Manhattan,1053,ST NICOLAS AVE,,9173798330,"Juice, Smoothies, Fruit Salads",2025-04-15,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,23.0,N,,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
50001854,DUNKIN,Manhattan,2264,FREDERICK DOUGLASS BOULEVARD,,6465978172,Donuts,2024-12-03,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,2024-12-03,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50065115,Beniam Cuisine,Manhattan,2795,FREDERICK DOUGLASS BOULEVARD,,2125107353,Ethiopian,2018-08-28,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,2018-08-28,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41327917,PIER 66 MARITIME,Manhattan,205207,12 AVENUE,,2129896363,American,2024-06-25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,2024-06-25,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41395498,"CITI FIELD COCA COLA CORNER 301, 303",Queens,0,126TH ST &  ROOSEVELT AVENUE,,7185958100,American,2025-09-13,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,2.0,A,2025-09-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41127647,BURRITO BAR,Brooklyn,307311,FLATBUSH AVENUE,,7182308646,Tex-Mex,2024-12-04,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50049514,BRASS RIZ & GRILL EXPRESS,Queens,227-02/08,LINDEN BLVD,,9175570106,Creole,2023-01-04,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,25.0,B,2023-01-04,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,4.0
50104704,SPIRIT & BELL,Queens,1,CENTRAL TERMINAL,,7037237264,Other,2025-07-16,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2025-07-16,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50099398,LECHONERA POLLO SABROSO DEL VALLE RESTAURANT,Bronx,650B,WESTCHESTER AVENUE,,3472977545,Spanish,2024-12-16,Violations were cited in the following area(s).,04D,"Food worker/food vendor does not wash hands thoroughly after using the toilet, or after coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands or does not change gloves when required; Worker fails to refrain from smoking or being fully clothed in clean outer garments.",Critical,37.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2026230194.0
50137981,CENTRAL PARK BOATHOUSE CAFE,Manhattan,0,E 72ND ST,,2125172233,Continental,2025-09-12,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,32.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41304673,KEVIN'S,Brooklyn,277,VAN BRUNT AVENUE,,7185968335,American,2019-06-20,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
41479962,CHOCOLAT,Manhattan,2217,FREDERICK DOUGLASS BOULEVARD,,2122224545,American,2024-05-02,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,10.0,A,2024-05-02,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50134414,JACKSON DINER,Queens,3740 B,74TH ST,,7186721232,Indian,2023-09-28,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,13.0,A,2023-09-28,2025-10-17,Pre-permit (Operational) / Re-inspection,0.0,0.0,4.0
41004767,SUBWAY,Queens,360305,31 STREET,,7183615277,Sandwiches,2024-03-19,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,2024-03-19,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50102205,CHUNG CHING,Bronx,26266,ALEXANDER AVE,,3479676666,Chinese,2022-08-23,Violations were cited in the following area(s).,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,22.0,B,2022-08-23,2025-10-17,Pre-permit (Operational) / Re-inspection,0.0,0.0,2.0
41327917,PIER 66 MARITIME,Manhattan,205207,12 AVENUE,,2129896363,American,2024-06-25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11.0,A,2024-06-25,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41685800,OLMSTED CAFETERIA- KIOSK,Queens,0,DAVID DINKIN'S CIRCLE,,6462294471,American,2025-08-13,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,13.0,A,2025-08-13,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,4.0
50133677,THE K KORNER,Queens,126,STREET,,6467310975,American,2024-06-01,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,2024-06-01,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41629759,PL LOUNGE RESTAURANT,Queens,3812-3816,65 STREET,,6463265165,Latin American,2021-08-18,Violations were cited in the following area(s).,20D,"â€œChoking first aidâ€ poster not posted. â€œAlcohol and pregnancyâ€ warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,4.0
41482516,SHANGERILA RESTAURANT,Bronx,289395,BUHRE AVENUE,,7188286080,Japanese,2024-07-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
41548070,POPEYES,Bronx,8310,ASTORIA BOULEVARD,,7182056024,Chicken,2023-05-25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,2023-05-25,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
41459621,GINO'S BRICK OVEN PIZZA & TRATTORIA,Brooklyn,548550,FLATBUSH AVENUE,,7182871277,Pizza,2024-05-23,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,11.0,A,2024-05-23,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
41543970,PAUSE CAFE,Manhattan,3,CLINTON SREET,,2126775415,Middle Eastern,2022-08-29,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared.  Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing.  ROP food prepared on premises transported to another site.",Critical,54.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50049514,BRASS RIZ & GRILL EXPRESS,Queens,227-02/08,LINDEN BLVD,,9175570106,Creole,2021-09-03,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,39.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50103422,FLIK INTERNATIONAL,Manhattan,1,MANHATTAN WEST AVE,,2127352992,American,2022-09-27,Violations were cited in the following area(s).,28-05,"Food adulterated or misbranded.  Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away",Not Critical,9.0,A,2022-09-27,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50101252,JAH SEAL MINI MART,Manhattan,2041,ADAM CLAYTON POWELL JR BOULEVARD,,6464766521,"Juice, Smoothies, Fruit Salads",2023-01-09,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,23.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40536414,LA CABANA,Brooklyn,106264,FLATBUSH AVENUE,,7182870248,Latin American,2023-11-29,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,21.0,,,2025-10-17,Cycle Inspection / Compliance Inspection,0.0,0.0,3.0
50043566,ROW HOUSE,Manhattan,2128,FREDERICK DOUGLASS BOULEVARD,,2122560019,American,2022-07-28,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,34.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50047418,CHEZ MATY ET SOKHNA,Manhattan,2249,ADAM CLAYTON POWELL JR BOULEVARD,,2123685005,African,2023-05-04,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27.0,B,2023-05-04,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
41063300,CENTRE PIZZA,Queens,25425,HORACE HARDING EXPRESS,,7182299879,Italian,2025-07-17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27.0,Z,2025-07-17,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,4.0
41606171,IHOP,Manhattan,235237,EAST   14 STREET,,2123881499,Pancakes/Waffles,2025-08-14,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,27.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
