CAMIS,Name,MostRecentInspDate,GRADE,INSPECTION TYPE,SCORE
50136412,$1.50 FRESH PIZZA,2025-08-08,A,Cycle Inspection / Initial Inspection,13.0
50036709,CHINA DELIGHT,2024-04-08,A,Cycle Inspection / Re-inspection,10.0
50017416,DUNKIN,2024-10-21,A,Cycle Inspection / Initial Inspection,13.0
50099117,TACOMBI,2024-11-18,B,Cycle Inspection / Re-inspection,23.0
50017360,MOZZARELLA,2025-08-25,Z,Cycle Inspection / Re-inspection,20.0
50055852,WAGAMAMA,2024-08-27,C,Cycle Inspection / Re-inspection,36.0
50141924,CINICO COFFEE COMPANY,2025-03-03,B,Cycle Inspection / Re-inspection,23.0
50086635,INSOMNIA COOKIES,2024-11-19,A,Cycle Inspection / Initial Inspection,13.0
50073215,EL NUEVO CARRIBENO,2025-01-28,A,Cycle Inspection / Re-inspection,12.0
50093984,698 Cafe,2024-11-12,B,Cycle Inspection / Re-inspection,22.0
50156652,RINCONCITO DE LOS SABORES #4,2025-05-27,Z,Pre-permit (Operational) / Re-inspection,26.0
50140841,LE RELAIS DE VENISE L'ENTRECOTE,2024-02-27,A,Pre-permit (Operational) / Initial Inspection,9.0
50096385,R40,2023-04-08,A,Pre-permit (Operational) / Initial Inspection,9.0
41694144,GAONNURI,2024-04-02,A,Cycle Inspection / Initial Inspection,12.0
41406856,FRANCO'S,2025-05-15,A,Cycle Inspection / Initial Inspection,13.0
50112504,XI'AN NOODLE FOOD,2025-04-17,Z,Cycle Inspection / Re-inspection,40.0
50043895,CREATE,2024-07-10,A,Cycle Inspection / Initial Inspection,11.0
41412063,BLACK HORSE PUB,2024-04-15,nan,Administrative Miscellaneous / Initial Inspection,
41412063,BLACK HORSE PUB,2024-04-15,A,Cycle Inspection / Initial Inspection,11.0
50123155,CAZUELA MEXICANA,2023-08-23,B,Pre-permit (Operational) / Re-inspection,26.0
50038039,BAGELS & CO,2024-07-29,A,Cycle Inspection / Initial Inspection,12.0
50145930,DREAMS OF SUGAR,2024-09-25,A,Pre-permit (Operational) / Initial Inspection,7.0
50118682,SINGAS FAMOUS PIZZA & GRILL,2024-11-25,A,Cycle Inspection / Initial Inspection,6.0
50116821,CANTO,2023-08-31,A,Pre-permit (Operational) / Re-inspection,13.0
40879243,"HYATT, NY CENTRAL, ROOM SERVICE",2025-03-24,A,Cycle Inspection / Initial Inspection,4.0
41102997,TAJ II,2023-05-26,A,Cycle Inspection / Initial Inspection,11.0
50010699,ALBERT'S COFFEE SHOP,2024-11-18,A,Cycle Inspection / Initial Inspection,10.0
41396657,LEGENDS 100,2024-09-27,A,Cycle Inspection / Initial Inspection,7.0
41151907,THE BACK ROOM,2024-11-26,B,Cycle Inspection / Re-inspection,22.0
50038871,RICKY'S CAFE,2025-04-11,nan,Administrative Miscellaneous / Initial Inspection,
50038871,RICKY'S CAFE,2025-04-11,A,Cycle Inspection / Initial Inspection,13.0
50116833,BOURKE STREET BAKERY,2025-01-30,A,Cycle Inspection / Re-inspection,13.0
41262804,LILY'S CAFE RESTAURANT,2025-02-11,B,Cycle Inspection / Re-inspection,20.0
50130982,TEXAS CHICKEN & BURGERS,2024-09-27,A,Cycle Inspection / Initial Inspection,13.0
50059023,SHI LIN XIANG SEAFOOD,2023-12-28,C,Cycle Inspection / Re-inspection,31.0
40369051,STEVE'S COFFEE SHOP,2024-12-06,A,Cycle Inspection / Initial Inspection,13.0
50048053,HUSKY-P MEALS DIRECT,2024-06-05,A,Cycle Inspection / Initial Inspection,13.0
50137283,BREADIVORE BAKERY,2024-10-11,A,Pre-permit (Operational) / Initial Inspection,12.0
50108220,THE MEATUP GRILL,2024-07-23,A,Cycle Inspection / Initial Inspection,10.0
50005494,CHUBBY BURGERS CHICKEN & PIZZA,2024-04-15,nan,Administrative Miscellaneous / Initial Inspection,
50005494,CHUBBY BURGERS CHICKEN & PIZZA,2024-04-15,A,Cycle Inspection / Initial Inspection,10.0
50112490,OLD JOHN'S DINER,2025-05-07,A,Cycle Inspection / Re-inspection,11.0
41000697,NOWHERE,2024-11-12,Z,Cycle Inspection / Re-inspection,27.0
50118536,PARIS OVEN BAKERY,2025-06-30,Z,Cycle Inspection / Re-inspection,26.0
50115621,BARKING DOG NYC,2025-01-31,A,Cycle Inspection / Re-inspection,13.0
50048511,THE BOIL,2024-06-13,A,Cycle Inspection / Initial Inspection,12.0
50108142,HOMEMADE TAQUERIA,2024-02-20,C,Cycle Inspection / Re-inspection,41.0
50144187,LA BARRA,2025-04-07,A,Pre-permit (Operational) / Initial Inspection,9.0
41248529,ROUTE 66 CAFE,2025-07-17,Z,Cycle Inspection / Re-inspection,33.0
50107643,MIMI'S PIZZA,2025-08-20,Z,Cycle Inspection / Re-inspection,37.0
50107643,MIMI'S PIZZA,2025-08-20,nan,Administrative Miscellaneous / Re-inspection,
50129275,JALSA,2025-01-06,B,Cycle Inspection / Re-inspection,27.0
50115829,BREADS BAKERY,2025-04-01,A,Cycle Inspection / Initial Inspection,13.0
50118952,DELTA SKY CLUB,2024-03-15,A,Pre-permit (Operational) / Initial Inspection,13.0
41398358,ENTWINE,2023-04-12,B,Cycle Inspection / Re-inspection,25.0
50149698,MARIA'S PIZZA,2024-08-28,B,Pre-permit (Operational) / Re-inspection,22.0
50129797,MAMA YOSHI MINI MART,2025-06-13,A,Cycle Inspection / Initial Inspection,9.0
50146632,NEW YORK TAVERN,2024-02-28,A,Pre-permit (Operational) / Initial Inspection,11.0
50135262,BRASSERIE VIETNAM,2023-08-16,A,Pre-permit (Operational) / Re-inspection,13.0
50091156,FREVO,2023-01-27,A,Cycle Inspection / Re-inspection,10.0
50165111,MI DELICIAS PUEBLA,2025-06-05,B,Pre-permit (Operational) / Re-inspection,17.0
50145700,HOLY SHNITZEL,2025-04-03,C,Pre-permit (Operational) / Re-inspection,35.0
50019082,L' ANTAGONISTE,2024-09-20,B,Cycle Inspection / Re-inspection,21.0
50102945,BLUESTONE LANE,2024-04-04,C,Cycle Inspection / Re-inspection,49.0
41258209,NEW HONG KONG RESTAURANT II,2024-06-11,A,Cycle Inspection / Initial Inspection,5.0
50119304,KENNEDY FRIED CHICKEN,2024-10-28,A,Cycle Inspection / Initial Inspection,13.0
50075751,GRAN CAFFE DE MARTINI,2025-04-03,A,Cycle Inspection / Initial Inspection,2.0
50159639,MAI'S VIETNAMESE RESTAURANT,2025-04-22,A,Pre-permit (Operational) / Re-inspection,12.0
50086391,FIX-U-PLATE,2024-08-20,B,Cycle Inspection / Re-inspection,27.0
50105456,BACI,2024-03-28,A,Cycle Inspection / Re-inspection,8.0
50135880,FUZI PASTA CO.,2025-07-29,Z,Cycle Inspection / Re-inspection,52.0
50073680,SWEET CATS CAFE,2025-08-04,Z,Cycle Inspection / Re-inspection,20.0
50105846,CROWN FRIED CHICKEN,2025-01-07,A,Cycle Inspection / Re-inspection,12.0
40640688,SPIRIT OF NEW JERSEY,2019-05-22,nan,Administrative Miscellaneous / Initial Inspection,
50110565,THE KASBAH CAFE,2025-02-12,A,Cycle Inspection / Re-inspection,10.0
50080072,BETTER GOURMET,2023-06-05,A,Cycle Inspection / Initial Inspection,12.0
50050198,THE WINDJAMMER,2025-08-22,A,Cycle Inspection / Re-inspection,9.0
50083554,MOCANA BAKERY,2025-07-24,Z,Cycle Inspection / Re-inspection,37.0
50116777,FERJE'S NB,2024-12-26,B,Cycle Inspection / Re-inspection,25.0
41718530,HUNTS POINT JUICE BAR & DELI,2025-01-16,A,Cycle Inspection / Initial Inspection,9.0
50004276,OCABANON,2023-05-08,A,Cycle Inspection / Initial Inspection,11.0
50133384,BITES OF XI'AN,2025-08-14,Z,Cycle Inspection / Re-inspection,44.0
50133384,BITES OF XI'AN,2025-08-14,nan,Administrative Miscellaneous / Re-inspection,
50144517,ONE FAMILY JA,2024-03-27,B,Pre-permit (Operational) / Re-inspection,26.0
50131791,P STREET CAFE,2024-10-09,A,Cycle Inspection / Re-inspection,8.0
50106086,WENDY'S,2025-07-16,A,Cycle Inspection / Initial Inspection,4.0
50114231,DESPANA,2025-07-17,Z,Cycle Inspection / Re-inspection,44.0
50118229,LOCO COCO,2024-12-19,A,Cycle Inspection / Re-inspection,10.0
41593479,SKY FOOD COURT(SKY MALL),2025-04-15,A,Cycle Inspection / Initial Inspection,13.0
50145065,FRIED CHICKEN WITH THE SAUCE,2024-02-28,A,Pre-permit (Operational) / Initial Inspection,7.0
50095003,TWO BROTHERS PIZZA,2025-07-17,A,Cycle Inspection / Re-inspection,10.0
50002110,DUNKIN,2025-01-29,A,Cycle Inspection / Initial Inspection,12.0
50088365,THE BLUE LOBSTER,2023-01-03,B,Cycle Inspection / Re-inspection,21.0
50127670,DELI & GRILL,2025-08-13,Z,Cycle Inspection / Re-inspection,65.0
50115454,TAQUERIA AL PASTOR AND BAR,2025-01-06,A,Cycle Inspection / Re-inspection,13.0
41236388,DUNKIN',2025-03-18,A,Cycle Inspection / Initial Inspection,13.0
50150882,SPICY HOUSE (#5),2024-12-02,C,Pre-permit (Operational) / Re-inspection,40.0
50159251,PLATEIA GR,2024-10-07,A,Pre-permit (Operational) / Initial Inspection,12.0
50129835,SAZON COLOMBIA,2024-03-18,A,Cycle Inspection / Re-inspection,13.0
50104980,5 STAR PIZZA,2025-06-17,C,Cycle Inspection / Re-inspection,33.0
50017241,6B,2024-04-16,A,Cycle Inspection / Initial Inspection,5.0
50098328,TAMARA CARIBBEAN KITCHEN,2025-04-07,Z,Cycle Inspection / Re-inspection,41.0
50095342,787 COFFEE ROASTERS,2025-08-26,A,Cycle Inspection / Re-inspection,12.0
50161350,POKE BOWL,2025-02-24,A,Pre-permit (Operational) / Initial Inspection,13.0
50076652,SUNSET DINER,2025-07-22,A,Cycle Inspection / Re-inspection,12.0
50105198,TONG,2024-03-08,A,Cycle Inspection / Re-inspection,13.0
50128348,NEW YORK BAN JUM,2025-02-05,B,Cycle Inspection / Re-inspection,26.0
50115490,BUTTERMILK BAKESHOP,2024-10-22,A,Cycle Inspection / Initial Inspection,9.0
40884503,EL CUENCANITO,2024-08-22,A,Cycle Inspection / Re-inspection,12.0
41529617,SHOBU SUSHI & GRILL,2024-12-12,A,Cycle Inspection / Re-inspection,13.0
50045059,RAFTERS/PRIME RIB - FC6130 (CC6132),2025-02-01,A,Cycle Inspection / Initial Inspection,10.0
40402375,WOMENS NATL. REPUBLICAN CLUB,2025-05-21,A,Cycle Inspection / Initial Inspection,6.0
50161210,Pollos Cuzco,2025-05-06,A,Pre-permit (Operational) / Initial Inspection,9.0
50120142,MAYAHUEL,2023-12-07,A,Pre-permit (Operational) / Initial Inspection,12.0
50106788,THE HUMMUS & PITA CO.,2024-10-17,A,Cycle Inspection / Initial Inspection,11.0
50072337,SONBOBS,2024-10-15,A,Cycle Inspection / Initial Inspection,9.0
40386528,ERIN'S ISLE,2025-06-03,A,Cycle Inspection / Initial Inspection,13.0
40876361,SAN REMO PIZZERIA,2024-11-14,A,Cycle Inspection / Re-inspection,12.0
50110249,COBBLE FISH,2025-04-10,A,Cycle Inspection / Re-inspection,13.0
50109578,DELAFIELD PIZZA,2024-02-06,A,Cycle Inspection / Initial Inspection,12.0
50107295,NEPTUNE DINER,2025-06-27,A,Cycle Inspection / Re-inspection,12.0
50132327,88 BAKERY & CAFE,2025-08-15,A,Cycle Inspection / Re-inspection,9.0
50005214,BROOKLYN SAFEHOUSE / EDEN'S,2024-11-29,A,Cycle Inspection / Re-inspection,13.0
50144008,SAFARI RESTAURANT,2024-09-10,A,Pre-permit (Operational) / Re-inspection,12.0
41389296,SHANDAR SWEET & RESTAURANT,2025-07-29,Z,Cycle Inspection / Re-inspection,38.0
50142782,GHOROA HALAL FOOD,2025-07-15,C,Cycle Inspection / Re-inspection,54.0
41564778,MELA'S CAFE,2025-07-14,Z,Cycle Inspection / Re-inspection,25.0
50158118,KUNGFU HOT POT,2025-02-14,C,Pre-permit (Operational) / Re-inspection,31.0
50109446,SEAFOOD HIBACHI,2024-04-15,A,Cycle Inspection / Re-inspection,12.0
50011521,TCR CAFE,2024-11-14,B,Cycle Inspection / Re-inspection,25.0
50108758,NEW CHINA 3,2025-01-08,B,Cycle Inspection / Re-inspection,27.0
50006410,KALINA RESTAURANT,2025-08-05,A,Cycle Inspection / Re-inspection,12.0
50097918,NEW YORK PIZZA,2024-03-04,A,Cycle Inspection / Re-inspection,11.0
50045895,TAVERN 157,2024-06-26,A,Cycle Inspection / Initial Inspection,13.0
50160957,WIMPY'S RESTAURANT,2025-07-29,A,Cycle Inspection / Re-inspection,13.0
50034654,MCDONALD'S,2025-05-23,A,Cycle Inspection / Initial Inspection,13.0
50118701,EGGY WEGGY / ESSEX BURGER,2022-10-26,A,Pre-permit (Operational) / Initial Inspection,11.0
50151315,WENDY TERIYAKI,2024-05-09,A,Pre-permit (Operational) / Initial Inspection,12.0
50090699,TIME AGAIN,2024-08-08,C,Cycle Inspection / Re-inspection,34.0
50001174,POPEYES,2024-09-12,A,Cycle Inspection / Initial Inspection,12.0
41446057,ROBERT,2024-01-25,A,Cycle Inspection / Re-inspection,12.0
50129976,BOBWHITE COUNTER,2025-03-03,A,Cycle Inspection / Initial Inspection,10.0
40381551,CLARK'S,2025-07-17,A,Cycle Inspection / Initial Inspection,11.0
50145857,QING ZHOUFU INC & FANTUAN,2024-03-27,B,Pre-permit (Operational) / Re-inspection,26.0
50119696,DOS TOROS,2024-10-15,A,Cycle Inspection / Initial Inspection,9.0
41423445,DAE BAK RESTAURANT,2024-03-23,A,Cycle Inspection / Re-inspection,12.0
50045108,TASTE OF HEAVEN,2024-10-30,A,Cycle Inspection / Initial Inspection,11.0
50112864,YUM BAO,2024-08-23,B,Cycle Inspection / Re-inspection,19.0
50003701,MILLER'S ALE HOUSE,2025-04-28,A,Cycle Inspection / Re-inspection,13.0
50037094,AMATA,2022-08-02,A,Cycle Inspection / Initial Inspection,13.0
40931927,VIAND CAFE,2024-02-23,B,Cycle Inspection / Re-inspection,22.0
50080117,NEW YORK BAGELS & CAFE,2024-07-05,A,Cycle Inspection / Initial Inspection,13.0
50138305,EL NUEVO TIPICO,2024-07-22,A,Cycle Inspection / Initial Inspection,11.0
50064079,LE LABO CAFE,2024-07-12,nan,Administrative Miscellaneous / Initial Inspection,
50010514,U CAFE,2024-05-10,nan,Administrative Miscellaneous / Re-inspection,
50010514,U CAFE,2024-05-10,B,Cycle Inspection / Re-inspection,26.0
50124376,HEY THAI,2025-06-04,Z,Cycle Inspection / Re-inspection,65.0
50064285,E.A.K. RAMEN,2024-04-08,B,Cycle Inspection / Re-inspection,27.0
50139102,INCA PAISA II,2024-12-30,A,Cycle Inspection / Initial Inspection,13.0
50141315,SOMTUM DER NYC,2025-01-02,A,Cycle Inspection / Initial Inspection,13.0
50076145,MR. DRE KITCHEN BAR,2025-06-30,A,Cycle Inspection / Re-inspection,10.0
50076290,TORO LOCO,2024-04-15,B,Cycle Inspection / Re-inspection,24.0
50074674,CHINA THAI NY,2023-12-19,A,Cycle Inspection / Initial Inspection,11.0
50131346,ZHONG YUE RESTAURANT,2025-05-20,Z,Cycle Inspection / Re-inspection,49.0
50087508,MATTO ESPRESSO,2024-08-23,A,Cycle Inspection / Re-inspection,10.0
50153283,SAL ANTHONY'S MIA PASTA,2025-06-05,C,Pre-permit (Operational) / Re-inspection,36.0
40401173,BIG BAR,2023-04-11,A,Cycle Inspection / Initial Inspection,5.0
40720599,PEKING DUCK HOUSE,2025-04-14,B,Cycle Inspection / Re-inspection,23.0
50161993,COOKIES N CREAM,2025-04-23,nan,Administrative Miscellaneous / Initial Inspection,
50161993,COOKIES N CREAM,2025-04-23,A,Pre-permit (Operational) / Initial Inspection,12.0
50098531,M NOODLE SHOP,2024-03-29,A,Cycle Inspection / Re-inspection,13.0
50139935,GINZA JAPANESE RESTAURANT,2025-08-06,Z,Cycle Inspection / Re-inspection,22.0
40796758,PLYMOUTH CAFE,2025-05-01,A,Cycle Inspection / Re-inspection,12.0
50152709,MR. WONTON,2024-09-30,A,Pre-permit (Operational) / Initial Inspection,7.0
50060535,MISS MADELEINE,2025-02-07,A,Cycle Inspection / Re-inspection,13.0
50041709,MARKET CRATES,2024-12-23,A,Cycle Inspection / Re-inspection,9.0
50080702,SAVVY BISTRO AND BAR,2023-06-22,A,Cycle Inspection / Initial Inspection,13.0
50093957,MAZU,2023-01-10,B,Cycle Inspection / Re-inspection,21.0
50098510,MANERO'S PIZZA,2024-12-19,B,Cycle Inspection / Re-inspection,26.0
41630803,VANESSA'S DUMPLING HOUSE,2024-04-16,A,Cycle Inspection / Initial Inspection,7.0
50102529,COPPER MUG COFFEE,2025-04-08,A,Cycle Inspection / Re-inspection,13.0
41442734,THE SACKETT,2024-12-13,A,Cycle Inspection / Re-inspection,10.0
50083194,MISSION CHINESE / BASEMENT,2024-11-22,Z,Cycle Inspection / Re-inspection,27.0
41421237,BILLY'S BAKERY,2025-08-26,A,Cycle Inspection / Initial Inspection,12.0
50139590,MATCHAFUL,2023-11-14,A,Pre-permit (Operational) / Initial Inspection,7.0
50107692,EMPEROR SEAFOOD RESTAURANT,2025-05-06,A,Cycle Inspection / Re-inspection,10.0
41207580,PIO PIO TO GO,2025-01-15,A,Cycle Inspection / Initial Inspection,11.0
41520610,BAREBURGER,2025-07-02,Z,Cycle Inspection / Re-inspection,40.0
50140977,LOVELANE,2025-05-16,A,Cycle Inspection / Initial Inspection,12.0
50086119,SUNRISE,2024-09-11,A,Cycle Inspection / Initial Inspection,13.0
50010956,ROYAL QUEEN/THE REAL KTV,2024-05-09,C,Cycle Inspection / Re-inspection,51.0
50148333,YGF MALATANG,2024-12-10,Z,Pre-permit (Operational) / Re-inspection,24.0
50016892,THE FOLLY,2023-04-14,B,Cycle Inspection / Re-inspection,21.0
50097123,GABI JUICE BAR,2025-04-15,Z,Cycle Inspection / Re-inspection,17.0
40386675,COPPER KETTLE,2024-03-18,A,Cycle Inspection / Re-inspection,12.0
50103748,RICE KITCHEN,2024-12-17,B,Cycle Inspection / Re-inspection,27.0
50126437,OLD LUO YANG RESTAURANT,2025-02-26,Z,Cycle Inspection / Re-inspection,41.0
50126437,OLD LUO YANG RESTAURANT,2025-02-26,nan,Administrative Miscellaneous / Re-inspection,
50068505,SERAFINA 105,2024-07-31,A,Cycle Inspection / Initial Inspection,13.0
50115725,HEY YUET,2023-11-13,A,Cycle Inspection / Re-inspection,10.0
41420313,ST REGIS NEW YORK - 20TH FLOOR ROOF BALLROOM,2024-07-31,A,Cycle Inspection / Initial Inspection,12.0
41655398,LULO RESTAURANT,2024-08-15,A,Cycle Inspection / Re-inspection,13.0
41227024,CHEBURECHNAYA,2024-03-21,A,Cycle Inspection / Re-inspection,12.0
40692209,DUNKIN,2025-03-25,A,Cycle Inspection / Initial Inspection,7.0
50132762,MIKADO,2025-01-06,A,Cycle Inspection / Initial Inspection,13.0
41336612,LE POISSON ROUGE (LPR),2023-04-21,A,Cycle Inspection / Initial Inspection,8.0
50134040,COMPTON'S,2023-06-22,Z,Pre-permit (Operational) / Re-inspection,49.0
50005205,DOUBLE DUTCH ESPRESSO,2025-01-15,A,Cycle Inspection / Re-inspection,13.0
50000125,WOODHAVEN MANOR CATERS AND BANQUET,2022-10-25,A,Cycle Inspection / Initial Inspection,13.0
50143737,EL RINCONCITO RESTAURANT,2025-06-03,A,Cycle Inspection / Initial Inspection,13.0
50121678,SEOUL TTUKBAEGI,2023-12-18,Z,Pre-permit (Operational) / Re-inspection,35.0
50048673,ISTRIA SPORT CLUB,2024-09-15,A,Cycle Inspection / Initial Inspection,13.0
41006323,PAPA JOHN'S,2025-02-05,B,Cycle Inspection / Re-inspection,22.0
41006323,PAPA JOHN'S,2025-02-05,nan,Calorie Posting / Re-inspection,
41006323,PAPA JOHN'S,2025-02-05,nan,Sodium Warning / Re-inspection,
40596349,RICK'S CAFE,2025-06-12,A,Cycle Inspection / Initial Inspection,6.0
50112010,PANDA ABC,2025-08-11,Z,Cycle Inspection / Re-inspection,22.0
50125943,FATIMA HALAL RESTAURANT,2025-01-15,A,Cycle Inspection / Re-inspection,13.0
40513164,MCGEE'S PUB,2025-05-21,A,Cycle Inspection / Initial Inspection,13.0
41541676,SKY ICE,2024-12-15,A,Cycle Inspection / Re-inspection,13.0
41396666,STAND 110 B,2024-09-27,A,Cycle Inspection / Initial Inspection,4.0
50135650,GUS'S PIZZERIA,2024-08-26,A,Cycle Inspection / Re-inspection,13.0
50161660,CHINESE ORIENTAL EXPRESS,2025-07-10,A,Pre-permit (Operational) / Initial Inspection,13.0
50163814,ZIRVE GRILL,2025-06-04,Z,Pre-permit (Operational) / Re-inspection,44.0
50007470,LE BAOBAB-GOUYGUI RESTAURANT,2025-08-12,A,Cycle Inspection / Initial Inspection,12.0
50128794,THE SISTERYARD,2024-01-18,A,Pre-permit (Operational) / Initial Inspection,10.0
50141496,LUEN HING RESTAURANT,2025-05-12,A,Cycle Inspection / Initial Inspection,10.0
50083776,CHUN BAI WEI,2025-06-25,A,Cycle Inspection / Initial Inspection,13.0
41489414,OLEA,2024-04-30,B,Cycle Inspection / Re-inspection,19.0
41628099,LLOYD'S CARROT CAKE,2024-12-12,Z,Cycle Inspection / Re-inspection,44.0
50043301,LANDIN MACARONI & CHEESE,2024-11-19,A,Cycle Inspection / Re-inspection,9.0
41597839,KIDO SUSHI (QUEENS CENTER MALL),2025-01-22,A,Cycle Inspection / Re-inspection,12.0
50103094,ANTIOQUENA BAKERY,2024-08-20,A,Cycle Inspection / Initial Inspection,9.0
50164458,94 NAGALE PIZZA,2025-04-22,A,Pre-permit (Operational) / Initial Inspection,10.0
41608757,Great Wall,2024-12-19,A,Cycle Inspection / Re-inspection,0.0
41695981,TECOLOTE,2024-10-15,A,Cycle Inspection / Initial Inspection,7.0
50144631,JULIETTA GELATO CAFE,2025-07-18,A,Cycle Inspection / Initial Inspection,12.0
50129586,BLEUNUK,2024-02-15,A,Pre-permit (Operational) / Initial Inspection,11.0
50044781,TERREMOTO COFFEE,2025-03-07,A,Cycle Inspection / Initial Inspection,5.0
50114518,"BAGELS, SALADS, URWAY",2025-04-21,A,Cycle Inspection / Re-inspection,13.0
50056417,FINGERLINKING RESTURANT,2024-03-04,A,Cycle Inspection / Initial Inspection,7.0
40536616,RIAZOR BLUE TAPAS BAR,2024-06-27,A,Cycle Inspection / Initial Inspection,10.0
50140483,NATIVE NOODLES,2025-03-04,A,Cycle Inspection / Initial Inspection,7.0
41235592,STARBUCKS,2024-12-03,A,Cycle Inspection / Re-inspection,13.0
50161623,EGGHOLIC,2025-07-30,Z,Pre-permit (Operational) / Re-inspection,22.0
50146622,THE WRIGHT KITCHEN,2024-08-07,A,Pre-permit (Operational) / Initial Inspection,7.0
50132095,JUGOS,2025-07-08,C,Cycle Inspection / Re-inspection,43.0
50117331,MAMA G'S HALAL KITCHEN,2024-12-10,A,Cycle Inspection / Re-inspection,11.0
50119101,NAMASTAE BROOKLYN,2025-03-12,A,Cycle Inspection / Re-inspection,11.0
50146736,RAN VIET,2025-08-12,A,Cycle Inspection / Initial Inspection,12.0
50038175,LENZ'S,2025-07-08,B,Cycle Inspection / Re-inspection,23.0
50108315,KFC,2024-07-30,nan,Administrative Miscellaneous / Initial Inspection,
50108315,KFC,2024-07-30,A,Cycle Inspection / Initial Inspection,9.0
50106466,ROBERTA'S,2024-12-12,B,Cycle Inspection / Re-inspection,22.0
50134356,BURGER KING,2025-03-28,A,Cycle Inspection / Re-inspection,13.0
41602165,JO JO PIZZA,2025-07-23,B,Cycle Inspection / Re-inspection,23.0
41371617,GU JAPANESE FUSION SUSHI & BAR,2025-05-14,A,Cycle Inspection / Initial Inspection,11.0
50143600,UNCLE NG'S RECIPE,2024-12-23,B,Cycle Inspection / Re-inspection,17.0
41016585,HQ CLUB,2024-05-16,A,Cycle Inspection / Initial Inspection,10.0
41691362,LIBERTADOR,2025-02-12,A,Cycle Inspection / Re-inspection,12.0
41479685,FISH BONE,2025-07-14,A,Cycle Inspection / Re-inspection,13.0
41118287,LA LIBERTAD RESTAURANT,2025-03-13,A,Cycle Inspection / Initial Inspection,13.0
50108681,THE LEGEND CAFE HOUSE,2025-08-08,Z,Cycle Inspection / Reopening Inspection,3.0
41626556,STK STEAKHOUSE MIDTOWN,2025-05-22,C,Cycle Inspection / Re-inspection,36.0
41626556,STK STEAKHOUSE MIDTOWN,2025-05-22,nan,Calorie Posting / Re-inspection,
